State,City,Population
West Virginia,Monongalia County,96189
West Virginia,Monroe County,13502
West Virginia,Morgan County,17541
West Virginia,Nicholas County,26233
West Virginia,Ohio County,44443
West Virginia,Pendleton County,7695
West Virginia,Pleasants County,7605
West Virginia,Pocahontas County,8719
West Virginia,Preston County,33520
West Virginia,Putnam County,55486
West Virginia,Raleigh County,78859
West Virginia,Randolph County,29405
West Virginia,Ritchie County,10449
West Virginia,Roane County,14926
West Virginia,Summers County,13927
West Virginia,Taylor County,16895
West Virginia,Tucker County,7141
West Virginia,Tyler County,9208
West Virginia,Upshur County,24254
West Virginia,Wayne County,42481
West Virginia,Webster County,9154
West Virginia,Wetzel County,16583
West Virginia,Wirt County,5717
West Virginia,Wood County,86956
West Virginia,Wyoming County,23796
Wisconsin,Adams County,20875
Wisconsin,Ashland County,16157
Wisconsin,Barron County,45870
Wisconsin,Bayfield County,15014
Wisconsin,Brown County,248007
Wisconsin,Buffalo County,13587
Wisconsin,Burnett County,15457
Wisconsin,Calumet County,48971
Wisconsin,Chippewa County,62415
Wisconsin,Clark County,34690
Wisconsin,Columbia County,56833
Wisconsin,Crawford County,16644
Wisconsin,Dane County,488073
Wisconsin,Dodge County,88759
Wisconsin,Door County,27785
Wisconsin,Douglas County,44159
Wisconsin,Dunn County,43857
Wisconsin,Eau Claire County,98736
Wisconsin,Florence County,4423
Wisconsin,Fond du Lac County,101633
Wisconsin,Forest County,9304
Wisconsin,Grant County,51208
Wisconsin,Green County,36842
Wisconsin,Green Lake County,19051
Wisconsin,Iowa County,23687
Wisconsin,Iron County,5916
Wisconsin,Jackson County,20449
Wisconsin,Jefferson County,83686
Wisconsin,Juneau County,26664
Wisconsin,Kenosha County,166426
Wisconsin,Kewaunee County,20574
Wisconsin,La Crosse County,114638
Wisconsin,Lafayette County,16836
Wisconsin,Langlade County,19977
Wisconsin,Lincoln County,28743
Wisconsin,Manitowoc County,81442
Wisconsin,Marathon County,134063
Wisconsin,Marinette County,41749
Wisconsin,Marquette County,15404
Wisconsin,Menominee County,4232
Wisconsin,Milwaukee County,947735
Wisconsin,Monroe County,44673
Wisconsin,Oconto County,37660
Wisconsin,Oneida County,35998
Wisconsin,Outagamie County,176695
Wisconsin,Ozaukee County,86395
Wisconsin,Pepin County,7469
Wisconsin,Pierce County,41019
Wisconsin,Polk County,44205
Wisconsin,Portage County,70019
Wisconsin,Price County,14159
Wisconsin,Racine County,195408
Wisconsin,Richland County,18021
Wisconsin,Rock County,160331
Wisconsin,Rusk County,14755
Wisconsin,St. Croix County,84345
Wisconsin,Sauk County,61976
Wisconsin,Sawyer County,16557
Wisconsin,Shawano County,41949
Wisconsin,Sheboygan County,115507
Wisconsin,Taylor County,20689
Wisconsin,Trempealeau County,28816
Wisconsin,Vernon County,29773
Wisconsin,Vilas County,21430
Wisconsin,Walworth County,102228
Wisconsin,Washburn County,15911
Wisconsin,Washington County,131887
Wisconsin,Waukesha County,389891
Wisconsin,Waupaca County,52410
Wisconsin,Waushara County,24496
Wisconsin,Winnebago County,166994
Wisconsin,Wood County,74749
Wyoming,Albany County,36299
Wyoming,Big Horn County,11668
Wyoming,Campbell County,46133
Wyoming,Carbon County,15885
Wyoming,Converse County,13833
Wyoming,Crook County,7083
Wyoming,Fremont County,40123
Wyoming,Goshen County,13249
Wyoming,Hot Springs County,4812
Wyoming,Johnson County,8569
Wyoming,Laramie County,91738
Wyoming,Lincoln County,18106
Wyoming,Natrona County,75450
Wyoming,Niobrara County,2484
Wyoming,Park County,28205
Wyoming,Platte County,8667
Wyoming,Sheridan County,29116
Wyoming,Sublette County,10247
Wyoming,Sweetwater County,43806
Wyoming,Teton County,21294
Wyoming,Uinta County,21118
Wyoming,Washakie County,8533
Wyoming,Weston County,7208
