Feature 1 (Discrete),Feature 2 (Discrete),Feature 3 (Discrete),Feature 4 (Discrete),Feature 5 (Discrete),Feature 6 (Discrete),Feature 7 (Discrete),Feature 8 (Discrete),Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19 (Discrete),Feature 20 (Discrete),Feature 21 (Discrete),Feature 22 (Discrete),Feature 23 (Discrete),Feature 24,Target Variable (Discrete)
147,12,42,14,7,1,1,1,0.004,35708.4,35879.1,0.00203003,55.203,1435.104,4200.4,1900.4,,8.01,44,12,2,42,147,37763.5,6
996,0,97,62,10,0,0,0,0.001,606.1,624.2,0.00129001,97.991,96.994,6.5,,,,218,50,5,11,996,40037.4,1
763,15,82,16,3,1,1,1,143.052,35776.2,35796.1,0.00023702,0.021,1436.105,4850.5,2450.5,,,161,15,12,69,763,32500.5,2
474,3,145,2,1,0,1,3,0.003,1411.4,1414.2,0.00019302,52.001,114.005,450.2,350.4,1500.004,10.04,125,34,3,26,474,32266.1,1
57,0,19,9,5,1,1,1,-3.976,35778.3,35794.1,0.00019005,0.052,1436.084,1400.2,646.5,1900.003,12.03,23,8,3,26,57,28132.1,1
285,0,92,2,1,0,4,0,0.005,499.5,514.1,0.00109001,97.513,94.761,4.2,,,,82,1,6,45,285,41611.4,0
1128,12,120,14,3,0,1,0,0.001,583.5,601.5,0.00129002,97.703,96.504,,,,,104,12,11,53,1133,36596.3,2
197,2,71,28,3,1,7,1,128.004,35783.1,35791.4,9.50E-05,0.011,1436.104,2460.4,,,,62,24,0,19,197,36744.2,9
138,0,42,14,7,2,1,3,0.001,21521.1,21550.1,0.00052002,55.001,773.304,800.4,,,5.03,44,12,2,32,138,40749.4,6
23,0,5,2,1,0,1,0,0.004,614.1,700.3,0.00612005,97.983,97.883,5.3,,,3.04,9,1,5,11,23,40046.4,2
949,3,245,2,1,0,1,3,0.001,789.1,794.5,0.00034902,45.004,100.704,45.2,22.3,160.002,5.02,12,1,18,103,949,25417.5,1
1168,8,296,27,2,1,1,1,-17.828,35770.1,35803.1,0.00039105,0.534,1436.105,4600.4,,,,10,23,0,19,1173,33055.3,1
1392,12,382,14,3,0,1,0,0.002,1192.2,1205.1,0.00085905,100.301,109.403,,,,,313,12,10,85,1397,36121.3,0
92,12,33,14,1,1,1,1,105.501,35782.5,35793.2,0.00013002,0.023,1436.175,3813.4,,,15.02,1,1,3,20,92,37933.3,1
839,0,180,2,3,3,1,1,0.002,1429.1,70045.3,0.81500004,29.005,1433.005,1360.1,,,3.02,122,1,1,10,839,40484.2,5
843,11,220,55,1,1,1,1,-106.428,35763.3,35809.3,0.00054601,1.371,1436.092,2850.2,1330.5,3300.001,12.05,194,4,0,37,843,23846.2,1
163,19,52,1,3,0,1,0,0.002,594.5,886.3,0.02050001,97.704,99.605,10.2,,,2.02,51,22,5,11,163,39431.5,5
1045,7,40,5,2,0,1,4,0.005,1477.5,1509.2,0.00203001,82.505,115.802,280.1,,300.003,5.04,177,6,7,59,1045,32955.5,1
448,0,139,0,1,0,1,0,0.004,593.1,819.3,0.01600003,97.702,98.905,5.5,,,,119,0,5,11,448,39430.3,2
1009,3,254,2,2,0,1,3,0.004,430.2,444.4,0.00103005,40.511,94.684,,,,,223,1,18,86,1009,39399.2,2
531,7,40,5,5,2,1,3,0.004,19084.3,19177.3,0.00182004,64.811,675.745,1415.1,,1000.003,7.04,101,6,7,96,531,39620.1,6
661,3,179,2,11,0,1,4,0.005,776.5,779.2,0.00021003,86.403,100.403,689.2,556.2,1400.005,8.04,152,1,3,24,661,24837.3,1
649,3,175,2,1,1,1,1,62.052,35775.1,35797.5,0.00026104,0.023,1436.103,4723.3,1972.5,8500.004,13.04,1,1,0,13,649,26900.1,1
1106,15,82,16,3,0,1,0,0.002,661.3,673.5,0.00085301,98.204,98.101,50.4,48.1,120.001,2.01,124,15,12,55,1111,38339.3,2
1350,0,378,14,0,0,1,0,0.005,519.1,538.5,0.00138002,97.464,95.215,10.5,,,,308,12,10,63,1355,40906.5,1
739,4,183,49,3,0,3,3,0.004,1332.5,1344.5,0.00077804,66.002,112.404,553.1,510.1,500.005,5.03,30,2,4,47,739,33105.3,0
216,0,79,12,0,0,1,0,0.004,594.3,715.4,0.00861003,97.803,97.805,2.2,,,,69,10,5,11,216,39440.1,2
302,3,94,2,2,1,10,1,0.001,35780.4,35800.5,0.00023701,0.105,1436.272,2380.3,,1485.003,5.01,83,1,1,70,302,24737.3,0
176,0,59,10,3,0,1,5,0.004,325.3,1486.3,0.07980003,81.005,103.114,490.1,,600.003,2.05,55,4,4,2,176,39265.1,8
114,0,35,18,3,0,1,2,0.004,632.1,649.5,0.00121001,5.993,97.541,230.2,,,5.02,39,18,9,39,114,40930.4,5
879,3,225,2,5,2,1,3,0.001,20142.1,20221.5,0.00149001,55.085,717.952,2217.5,980.5,1136.005,10.05,3,1,1,47,879,28874.2,6
484,4,145,2,1,0,1,3,0.004,1412.2,1415.3,0.00019302,51.995,114.081,700.3,,1700.002,15.02,30,14,3,93,484,39076.4,1
863,3,225,2,5,2,1,3,0.005,20174.1,20188.1,0.00026402,55.051,717.923,1630.4,,1136.002,10.01,2,1,1,67,863,39741.4,6
429,0,32,15,1,2,1,3,0.001,13810.5,25918.3,0.23100005,49.771,705.115,733.1,660.3,,12.02,117,32,0,90,429,40129.2,6
386,7,117,5,1,1,1,1,56.003,35781.2,35804.3,0.00027301,0.064,1436.404,1726.4,,,15.01,100,6,3,20,386,39612.5,1
793,0,185,14,1,0,14,0,0.002,639.2,664.3,0.00178004,98.044,97.751,95.4,,,,156,12,11,53,793,40959.5,0
181,12,64,14,1,1,1,1,98.005,35781.1,35793.2,0.00014203,0.024,1436.144,5100.2,,,15.05,57,12,2,32,181,39157.4,1
887,0,226,56,1,1,1,1,150.004,35744.3,35777.1,0.00039205,0.072,1434.763,6440.3,,16400.001,,1,1,0,19,887,40940.3,1
695,3,179,2,11,0,1,4,0.001,776.2,779.3,0.00021005,86.402,100.403,689.2,556.2,1400.002,8.04,152,1,4,111,695,25170.3,1
277,0,92,2,1,0,4,3,0.003,402.2,407.3,0.00036902,51.605,92.501,4.3,,,,82,1,15,68,277,41487.5,0
1206,3,314,2,2,0,1,3,0.004,500.5,506.2,0.00043603,40.503,94.605,3.3,,,,274,1,18,86,1211,39397.4,5
292,0,92,2,1,0,4,0,0.004,496.2,518.1,0.00160002,97.513,94.775,4.2,,,,82,1,6,45,292,41608.5,0
1173,3,298,2,1,1,1,1,-101.299,35782.4,35791.5,0.00010704,6.061,1436.094,5360.2,3200.3,,15.04,2,1,3,36,1178,37218.2,1
1332,3,370,2,1,0,4,0,0.004,491.3,494.4,0.00021904,97.303,94.504,4500.5,,3200.001,7.29,202,1,4,47,1337,32060.4,0
1096,10,278,23,3,0,18,3,0.001,716.3,776.3,0.00422003,25.005,99.705,110.1,,70.002,3.03,251,56,1,103,1101,22491.3,0
761,3,2,2,2,0,4,5,0.005,257.3,997.1,0.05290003,97.802,97.253,18000.3,10000.2,,5.01,3,1,4,9,761,39232.4,0
1275,12,137,14,3,0,4,0,0.001,488.1,504.4,0.00117003,97.402,94.501,2500.4,,,,287,12,11,53,1280,36985.4,0
1198,15,281,16,0,0,1,0,0.005,614.1,629.5,0.00107004,97.872,97.132,7.1,,,,255,15,12,55,1203,39770.1,2
782,0,198,24,3,0,0,0,0.004,501.2,517.2,0.00116001,97.503,94.804,115.1,,37.004,,169,45,6,45,782,41603.5,0
1254,0,333,10,1,1,1,1,-14.997,35645.1,35727.1,0.00097505,0.102,1436.101,4900.3,,,15.05,38,7,12,55,1259,41036.2,1
1190,3,87,2,1,1,1,1,-99.075,35785.1,35787.3,2.37E-05,0.043,1436.101,5993.2,3691.5,12300.003,12.62,2,1,0,19,1195,28903.4,1
546,7,149,5,4,0,1,4,0.004,1482.4,1507.1,0.00159001,82.492,115.865,270.5,,120.002,43958.04,130,6,7,59,546,39249.2,1
1300,3,125,2,2,1,1,1,71.445,35786.4,35787.1,1.19E-05,2.162,1436.102,3200.4,1545.1,2800.002,4.05,2,1,1,4,1305,28117.5,1
962,3,245,2,1,0,1,4,0.005,768.1,838.1,0.00488005,108.003,100.902,45.2,22.4,160.003,5.04,12,1,4,127,962,25159.1,1
9,3,2,2,2,1,2,1,95.402,35589.1,35984.2,0.00468003,3.205,1436.105,4500.4,,,,5,1,1,8,9,27937.3,0
891,33,228,57,3,0,4,0,0.004,661.4,696.4,0.00248005,98.205,98.304,100.1,,,,159,23,5,30,891,37790.5,7
337,0,109,31,0,0,1,5,0.003,442.5,687.5,0.01770003,98.205,95.905,1.1,,,,92,14,0,78,337,41459.3,2
1316,16,245,2,1,0,0,3,0.002,847.5,867.5,0.00138002,20.001,102.103,29.2,,,,301,58,6,16,1321,37840.5,1
408,3,125,2,2,1,1,1,-14.738,35745.2,35829.5,0.00099601,8.973,1436.135,2310.3,1884.2,,5.03,111,1,1,87,408,20253.4,1
76,0,27,10,1,0,0,0,0.004,613.4,715.2,0.00725005,97.904,98.004,12.1,12.3,,,28,1,5,11,76,40018.3,4
235,3,87,2,1,1,1,1,-101.078,35774.4,35798.2,0.00028503,0.032,1436.102,5500.3,2364.2,13900.004,15.05,1,1,0,19,235,29494.2,1
870,3,225,2,5,2,1,3,0.002,19938.3,20426.4,0.00919003,54.801,718.004,2217.3,980.4,1136.001,10.01,3,1,1,47,870,28474.5,6
248,3,92,2,1,0,4,0,0.001,605.3,623.2,0.00129003,97.994,96.983,4.1,,,,82,1,5,11,248,40029.4,0
33,7,11,5,0,0,1,4,0.003,599.4,626.1,0.00193003,82.403,96.901,,,,,15,6,7,18,33,39492.5,2
628,3,175,2,1,1,1,1,66.005,35770.4,35804.5,0.00040304,0.035,1436.122,5540.5,2393.3,,16.02,1,1,0,12,628,37238.1,1
775,3,2,2,2,0,6,3,0.001,671.2,675.3,0.00028404,57.004,98.201,14500.1,,,5.01,168,1,4,8,775,25017.3,0
1266,3,339,1,8,3,1,1,0.002,474.5,87526.4,0.86400004,15.702,1875.532,126.3,77.1,40.003,2.02,89,1,1,47,1271,30798.1,5
240,3,91,2,2,0,9,0,0.003,842.4,855.5,0.00090005,98.902,101.905,1134.5,823.5,900.002,5.04,21,1,4,57,240,24753.2,0
1257,5,335,3,11,0,6,0,0.003,507.4,509.4,0.00014504,97.504,94.803,1230.1,,,5.03,10,7,3,11,1262,31698.5,0
1084,38,275,66,3,0,16,3,0.004,603.1,702.4,0.00705004,64.603,97.803,10.1,,,,245,55,3,11,1084,27607.3,1
880,3,225,2,5,2,1,3,0.001,20020.1,20342.3,0.00606002,54.945,717.932,2060.5,,,10.04,21,1,1,47,880,29486.3,6
1374,0,382,14,2,0,2,3,0.001,1085.5,1095.5,0.00067003,63.401,107.053,,,,,104,12,11,85,1379,40109.5,0
8,3,2,2,2,1,2,1,-14.498,35560.2,36013.4,0.00537003,7.723,1436.145,4500.1,,,,5,1,1,7,8,25336.1,0
952,3,245,2,1,0,1,3,0.002,791.1,792.1,6.98E-05,45.005,100.705,45.3,22.3,160.003,5.05,12,1,18,14,952,25416.2,1
192,0,66,16,0,0,1,0,0.004,558.4,579.3,0.00151004,31.005,96.004,50.4,,,,59,15,12,55,192,41339.4,2
353,4,112,1,1,1,1,1,36.003,35786.3,35787.2,1.19E-05,0.074,1436.093,5600.4,,13200.002,15.02,30,2,3,36,353,36101.4,1
1058,7,40,5,2,0,1,4,0.002,1480.4,1511.3,0.00197004,82.445,115.883,280.5,,300.003,5.05,238,6,7,59,1058,39761.5,1
1365,12,382,14,2,0,1,4,0.004,1201.2,1207.2,0.00039604,100.203,109.501,1040.1,,,,313,12,10,85,1370,38354.3,0
444,0,137,14,3,0,4,0,0.002,618.2,664.1,0.00328005,98.014,97.543,1000.1,,,43959.03,106,12,11,53,444,40894.5,0
294,3,92,2,1,0,4,0,0.001,594.1,815.5,0.01560004,97.703,98.801,4.1,,,,82,1,5,11,294,39429.5,2
1090,3,276,2,2,0,1,0,0.004,631.3,634.5,0.00021405,98.021,97.362,1031.4,,,,249,1,4,84,1090,37168.4,13
1034,7,266,5,3,0,3,0,0.004,623.4,819.3,0.01380004,98.383,99.224,253.1,55.4,,,235,6,3,17,1034,40070.3,0
487,4,145,2,1,0,1,3,0.003,1412.3,1415.1,0.00019304,52.001,114.101,700.3,,1700.005,15.02,30,14,3,0,487,37743.3,1
937,35,242,56,1,1,1,1,164.002,35772.1,35802.3,0.00035603,0.053,1436.111,3270.2,,,15.05,1,1,0,19,937,40146.4,1
569,0,157,45,2,0,4,0,0.003,681.5,683.3,0.00014205,98.102,98.002,4200.1,1700.2,2900.001,5.03,10,7,0,25,569,28492.2,0
499,4,145,2,1,0,1,3,0.001,1413.2,1414.1,6.42E-05,51.995,103.443,700.4,,1700.004,15.04,30,14,3,93,499,39074.1,1
1247,8,329,27,3,0,1,0,0.003,625.5,631.5,0.00042901,98.405,97.272,150.4,,,,159,23,3,17,1252,40076.3,2
49,3,18,2,1,1,1,1,-100.977,35774.2,35798.5,0.00028505,0.054,1436.104,2648.2,1600.3,6500.002,15.03,20,1,0,13,49,24713.2,1
622,3,175,2,1,1,1,1,-0.949,35783.2,35789.1,7.12E-05,0.024,1436.083,5576.5,,11000.004,13.01,10,42,3,5,622,28358.3,1
12,3,2,2,2,1,2,1,60.002,35771.2,35805.4,0.00040304,0.001,23.943,5000.3,,,,6,1,1,9,12,38528.5,0
983,0,245,2,1,0,1,3,0.001,615.3,658.5,0.00307002,47.003,97.445,172.4,,400.004,5.04,213,1,1,2,983,41183.3,1
731,20,58,18,3,1,1,1,55.004,35695.5,35880.4,0.00219003,30.973,1436.144,1432.2,615.3,1660.002,12.01,145,18,6,16,731,39635.2,14
1063,7,40,5,2,0,1,4,0.003,1498.1,1508.1,0.00063501,82.492,116.042,280.5,,300.001,5.03,238,6,7,59,1063,40922.4,1
169,4,56,25,3,0,1,0,0.004,702.4,703.3,7.07E-05,98.201,98.803,587.2,,550.001,3.05,53,2,4,47,169,29108.5,8
1408,12,64,14,2,1,1,1,103.281,35767.4,35807.3,0.00047401,0.074,1436.104,2300.5,,,,104,12,2,42,1413,29398.2,1
548,7,149,5,4,0,1,4,0.003,1494.1,1509.3,0.00095302,92.492,116.025,270.5,,120.004,43958.01,130,6,7,59,548,39251.4,1
585,3,166,41,1,1,1,1,85.002,35777.3,35796.5,0.00022504,0.002,1436.104,2300.1,,4700.005,15.04,12,1,0,12,585,32388.5,1
496,4,145,2,1,0,1,3,0.001,1413.5,1415.2,0.00012804,52.004,114.105,700.3,,1700.003,15.05,30,14,3,0,496,37741.4,1
430,0,32,15,1,2,1,3,0.003,23516.5,23574.1,0.00096901,55.002,858.553,723.3,,,12.05,117,32,0,90,430,40544.4,6
897,0,22,10,1,1,1,1,-91.095,35764.4,35809.1,0.00053405,0.044,1436.092,4745.5,,,15.03,1,1,3,36,897,38342.3,1
835,3,3,2,2,1,1,1,-89.977,35768.4,35806.5,0.00045104,0.822,1436.132,4536.2,,8000.001,12.01,21,1,1,71,835,27711.2,1
259,0,92,2,1,0,4,3,0.005,395.4,401.2,0.00044301,51.604,92.552,4.4,,,,82,1,15,68,259,40740.2,0
530,0,40,5,5,2,1,3,0.001,19094.1,19153.1,0.00116003,64.801,675.493,1415.3,,1000.005,7.02,101,6,7,96,530,41554.5,6
1116,8,283,2,1,1,1,1,5.001,35783.5,35791.3,9.49E-05,0.132,1436.121,6007.1,,,15.03,1,1,3,20,1121,38652.3,1
1099,0,279,16,0,0,1,3,,397.4,408.1,0.00081203,51.641,92.615,4.2,,,,253,15,15,138,1104,40898.3,2
1016,37,257,60,0,0,1,0,0.003,607.5,622.1,0.00107001,97.983,96.981,2.1,,,,226,25,5,11,1016,40032.3,5
702,3,179,2,11,0,1,4,0.001,776.2,779.5,0.00021001,86.403,100.405,689.5,556.1,1400.002,8.02,152,1,3,24,702,25285.1,1
252,3,92,2,1,0,4,0,0.001,607.3,622.5,0.00107003,97.994,96.995,4.5,,,,82,1,5,11,252,40036.4,0
458,3,145,2,1,0,1,3,0.004,1413.4,1415.1,0.00012802,52.001,114.104,450.5,350.2,1500.003,10.01,1,1,1,61,458,25307.4,1
992,7,40,5,2,0,1,4,0.005,907.2,968.1,0.00417005,83.002,103.802,825.4,,,43864.04,216,6,7,43,992,28521.2,1
602,3,2,2,2,3,2,7,0.001,2103.1,37746.4,0.67800004,62.852,707.553,4200.3,,,,143,1,4,10,602,40344.5,0
1380,0,382,14,2,0,1,0,0.004,630.1,653.2,0.00164003,97.911,97.553,,,,,104,12,11,54,1385,40310.1,0
1003,0,252,20,1,0,1,0,0.004,604.2,623.3,0.00136002,97.991,96.973,3.2,,,,220,19,5,11,1003,40028.4,2
1143,12,120,14,3,0,1,0,0.004,586.2,601.3,0.00108002,97.503,96.604,204.5,,,,260,12,2,54,1148,28220.3,0
260,0,92,2,1,0,4,3,0.002,395.4,403.5,0.00059102,51.604,92.532,4.2,,,,82,1,15,68,260,40741.1,0
1362,12,382,14,2,0,1,0,0.003,487.1,496.5,0.00065603,97.404,94.404,,,,,104,12,10,51,1367,37875.1,0
322,3,100,2,1,1,1,1,-121.017,35775.4,35797.5,0.00026105,0.014,1436.081,4000.1,2500.4,,13.05,1,1,14,64,322,27854.5,1
94,3,7,2,1,1,1,1,104.975,35773.4,35801.1,0.00033202,0.021,1436.155,2775.1,1530.3,5600.004,15.01,22,2,0,25,94,26107.3,1
784,0,24,12,1,0,1,3,0.004,610.3,668.4,0.00414004,64.601,97.501,,12.3,,,28,1,3,120,784,27612.1,1
635,0,175,2,1,1,1,1,307.003,35781.3,35797.3,0.00019004,0.031,1436.211,3200.4,1503.1,,16.53,12,1,3,109,635,38867.2,1
473,3,145,2,1,0,1,3,0.001,1413.1,1414.1,6.42E-05,52.001,114.103,450.2,350.4,1500.003,10.05,125,34,3,26,473,32263.3,1
629,3,175,2,1,1,1,1,180.001,35775.2,35797.4,0.00026104,0.012,1436.092,3200.4,,,15.03,12,1,3,74,629,37834.5,1
1276,12,137,14,3,0,4,0,0.005,485.4,505.2,0.00146001,97.403,94.503,2500.5,,,,288,12,11,53,1281,38256.2,0
709,3,179,2,11,0,1,4,0.005,776.3,779.3,0.00021003,86.302,100.404,689.4,556.1,1400.004,8.01,152,1,4,111,709,25342.5,1
1138,12,120,14,3,0,1,0,0.004,584.4,603.2,0.00136005,97.701,96.602,,,,,136,12,10,51,1143,37179.2,0
748,15,184,16,1,1,1,1,132.042,35776.2,35797.1,0.00024902,0.011,1436.102,4400.5,,,12.02,20,1,13,64,748,29045.1,1
83,11,29,1,1,1,1,1,44.505,35778.4,35794.3,0.00019003,0.013,1436.093,3600.2,1700.1,8600.001,12.05,33,13,3,34,83,25740.4,1
505,7,40,5,5,2,1,3,0.004,19118.3,19125.3,0.00013703,64.805,675.393,1480.2,,1600.005,7.02,101,6,3,24,505,28915.2,6
664,3,179,2,11,0,1,4,0.003,776.1,779.3,0.00021004,86.401,100.405,689.3,556.2,1400.004,8.03,152,1,4,111,664,24869.4,1
968,3,245,2,1,0,1,3,0.001,620.2,741.4,0.00858003,47.005,98.363,172.5,,400.001,5.02,213,1,1,2,968,40091.5,1
857,0,225,2,5,2,1,3,0.001,20426.1,20486.2,0.00112003,55.001,97.704,1630.5,,,12.05,2,1,1,10,857,41019.4,6
1277,0,137,14,3,0,4,0,0.001,489.4,500.2,0.00080101,97.364,94.502,2500.1,,,,288,12,11,53,1282,40988.3,0
1109,0,282,15,3,0,3,0,0.002,695.2,697.1,0.00014202,98.101,98.702,2300.2,2146.1,,7.04,30,2,0,0,1114,41456.4,0
357,4,112,1,1,1,1,1,-4.926,35769.4,35805.5,0.00042702,0.045,1436.084,4050.4,1805.3,11000.005,15.02,22,2,0,12,357,27460.5,1
816,7,211,5,2,3,1,7,0.003,1722.1,38637.4,0.69500003,64.475,717.882,2500.1,,,,183,6,7,78,816,37398.4,1
161,0,50,24,1,1,1,1,150.504,35702.5,35876.5,0.00206001,0.072,1436.203,3540.2,,,15.01,1,1,0,19,161,41591.4,1
116,0,37,20,1,0,1,2,0.003,532.2,550.4,0.00130002,14.981,95.463,6.1,,,,40,19,6,40,116,41168.3,2
1086,38,274,66,3,0,4,0,0.004,656.5,677.3,0.00149005,97.802,98.105,200.3,,,,247,55,3,11,1086,31118.5,0
1102,3,280,2,2,3,19,7,0.005,400.4,39966.4,0.74500002,60.001,718.005,,,,44022.03,143,1,1,10,1107,32378.3,1
631,3,174,2,1,1,1,1,-44.959,35785.1,35788.5,3.56E-05,0.064,1436.112,4793.2,3000.5,15000.004,15.03,2,1,0,12,631,26608.4,1
19,0,5,2,1,0,1,4,0.003,443.4,886.1,0.03150001,120.304,98.003,5.5,,,2.01,9,1,4,10,19,39465.2,2
1181,0,299,2,2,0,1,3,0.001,495.5,801.1,0.02180005,64.785,97.682,5.4,,,,268,1,1,10,1186,40970.5,2
485,4,145,2,1,0,1,3,0.004,1413.4,1414.1,6.42E-05,52.002,114.101,700.3,,1700.003,15.04,30,14,3,26,485,37188.4,1
263,0,92,2,1,0,4,3,0.003,400.1,403.5,0.00022201,51.651,92.604,4.4,,,,82,1,15,68,263,40950.5,0
1335,5,371,3,1,0,1,0,0.004,593.3,640.2,0.00336004,97.805,97.303,3.4,,,,304,3,5,11,1340,39435.3,2
608,8,172,27,1,1,1,1,63.965,35772.3,35799.1,0.00032005,2.302,1436.081,5959.4,,13000.004,15.01,10,16,1,10,608,28628.2,1
167,15,54,16,1,1,1,1,110.005,35784.5,35787.5,3.56E-05,0.053,1436.041,2910.2,,,15.02,20,1,0,19,167,37776.2,1
961,3,245,2,1,0,1,3,0.002,788.4,795.4,0.00048901,45.001,100.703,45.1,22.5,160.002,5.02,12,1,18,14,961,25984.5,1
295,15,93,16,3,1,1,1,90.775,35775.1,35799.1,0.00028502,0.022,1436.123,2650.4,1500.1,2100.005,7.03,72,15,12,69,295,27516.3,2
1161,3,291,2,1,1,1,1,-85.199,35779.1,35795.4,0.00019002,0.031,1436.121,5983.5,,18000.003,15.01,1,1,3,20,1166,37185.5,1
423,3,134,2,1,1,1,1,-93.087,35771.1,35801.3,0.00035603,0.031,1436.083,3515.5,,,13.02,1,1,3,24,423,24812.5,1
800,7,204,5,3,1,1,1,,35778.1,35793.1,0.00017804,4.853,1436.804,950.2,,,,176,29,3,20,800,37951.5,1
584,15,165,16,3,0,1,0,0.003,613.4,650.2,0.00264003,97.991,97.352,60.4,,50.005,,137,15,5,11,584,40011.5,2
549,7,149,5,4,0,1,4,0.004,1479.1,1510.2,0.00197002,82.523,115.873,280.3,,120.004,43958.05,130,6,7,59,549,40061.2,1
321,3,99,2,1,1,1,1,-76.966,35783.1,35789.1,7.12E-05,0.011,1436.104,4660.3,,10000.005,12.03,1,1,3,5,321,27501.5,1
100,16,17,17,1,1,1,1,19.161,35766.4,35807.5,0.00048604,0.084,1436.104,4332.2,,12000.001,15.05,20,1,1,10,100,29055.5,1
829,0,216,15,3,0,1,1,0.002,711.1,715.4,0.00028202,98.233,99.002,300.1,,,1.04,189,2,0,0,829,41457.4,5
1042,15,270,16,0,0,4,0,0.002,625.4,630.4,0.00035705,97.883,97.275,41.3,,42.003,,237,15,12,55,1042,39769.5,0
592,15,171,16,3,0,4,0,0.004,484.3,492.1,0.00058303,97.304,94.371,850.3,,,5.04,141,15,12,69,592,29393.4,0
1309,5,359,3,0,0,1,0,0.004,593.5,700.2,0.00762005,97.802,97.602,1.3,,,,298,3,5,11,1314,39446.2,1
84,0,30,2,0,0,1,3,0.004,497.1,801.5,0.02170004,64.785,97.713,1.3,,,,34,1,1,10,84,40969.4,2
1200,39,312,69,6,0,4,0,0.002,622.3,624.3,0.00014305,98.003,97.205,117.3,,,,19,2,0,75,1205,38011.2,0
822,31,213,1,8,1,9,1,-57.846,35770.2,35797.4,0.00032002,4.715,1435.961,696.4,320.3,200.001,5.04,186,2,0,12,822,24932.5,0
774,0,195,16,0,0,1,0,0.001,647.4,667.2,0.00142003,98.034,97.884,7.1,,,,167,15,12,55,774,33498.2,2
720,3,179,2,11,0,1,4,0.004,776.5,779.2,0.00021005,86.403,100.402,689.3,556.1,1400.002,8.04,152,1,4,111,720,25530.1,1
883,3,225,2,5,2,1,3,0.001,20150.5,20311.3,0.00303004,54.964,719.925,2060.4,,,10.05,21,1,1,47,883,32384.4,6
754,0,188,50,3,0,4,0,0.001,751.3,754.4,0.00021103,98.534,99.871,830.3,,1200.003,7.28,158,2,0,118,754,39731.2,0
42,0,16,8,1,1,1,1,-60.996,35784.2,35795.1,0.00013005,0.083,1436.242,2938.4,,,15.02,12,1,0,19,42,39616.4,1
669,3,179,2,11,0,1,4,0.004,776.1,779.1,0.00021002,86.405,100.402,689.5,556.4,1400.001,8.01,152,1,4,111,669,24907.1,1
122,0,29,1,3,1,1,1,26.082,35768.5,35805.1,0.00043903,0.053,1436.102,3400.1,,6000.001,15.02,10,7,0,19,122,33154.1,1
135,12,42,14,7,1,1,1,107.481,35796.3,36781.5,0.01150005,54.901,1461.814,4200.1,,,8.03,44,12,2,41,135,40549.1,6
692,3,179,2,11,0,1,4,0.003,776.4,779.1,0.00021004,86.404,100.404,689.1,556.3,1400.005,8.04,152,1,4,111,692,25173.4,1
768,2,71,28,11,0,4,0,0.003,522.4,540.5,0.00130003,97.504,95.252,980.4,,1300.003,4.05,165,24,5,11,768,40536.5,0
1321,0,365,80,3,0,4,0,0.004,682.1,685.2,0.00021301,98.133,98.434,115.3,,,5.04,10,2,0,118,1326,39160.5,0
1245,3,180,2,3,1,1,1,88.762,35768.4,35808.2,0.00047402,0.903,1436.201,3180.4,1600.3,2300.003,11.03,2,1,1,21,1250,26388.1,1
578,0,162,8,1,1,1,1,-29.999,35782.1,35786.2,4.74E-05,0.073,1435.954,5320.4,2175.1,14000.005,15.05,1,1,0,12,578,37264.3,1
547,7,149,5,4,0,1,4,0.005,1493.1,1508.4,0.00095304,82.492,116.004,270.2,,120.001,43958.02,130,6,7,59,547,39250.1,1
571,28,158,46,1,1,1,1,39.061,35769.4,35803.4,0.00040301,0.015,1436.083,3300.1,,7600.001,15.02,19,37,1,10,571,27811.1,1
767,2,71,28,11,0,4,0,0.005,679.4,696.5,0.00120005,98.201,98.503,980.2,,1300.002,4.04,164,44,12,69,767,38338.1,0
293,0,92,2,1,0,4,0,0.005,499.1,514.5,0.00109003,97.511,94.754,4.5,,,,82,1,6,45,293,41614.3,0
1233,4,322,35,2,1,1,1,-5.167,35772.1,35801.5,0.00034402,0.033,1436.093,3750.1,1658.1,,12.02,53,11,0,12,1238,29273.4,1
772,2,194,28,1,1,1,1,116.005,35780.3,35794.5,0.00016603,0.051,1436.123,2850.1,1150.5,,15.03,12,1,0,12,772,37265.2,1
615,20,58,18,3,1,1,1,74.081,35764.3,35809.4,0.00053405,0.044,1436.101,2750.2,1050.3,3200.003,12.05,145,18,0,79,615,27298.2,1
1308,15,358,16,0,0,4,0,0.001,622.2,629.5,0.00050005,97.871,97.203,50.4,,140.005,,297,15,12,55,1313,39767.2,0
726,3,179,2,11,0,1,4,0.001,745.5,754.2,0.00063202,87.203,99.804,689.3,556.5,1400.003,8.05,152,1,4,47,726,27376.1,1
315,3,99,2,1,1,1,1,-61.499,35789.5,35803.4,0.00016605,0.075,1436.572,5521.2,,20000.002,15.04,1,1,3,20,315,36792.2,1
99,16,17,17,1,1,1,1,-67.595,35776.4,35794.5,0.00021303,0.061,1436.043,3690.2,2300.3,6600.002,15.02,29,1,3,34,99,25785.2,1
590,8,170,27,1,1,1,1,-33.499,35770.1,35803.3,0.00039101,0.014,1436.073,2242.4,,,15.03,10,2,0,12,590,37237.4,1
